low,high,dur_label,filter,train_n,train_wr,train_roi,hold_n,hold_wr,hold_roi,entry_price,robust,fade_robust
0.05,0.2,≤1h,EXP_HIGH+MID ≥50%,179,0.2905027932960894,0.45251396648044695,137,0.24817518248175183,0.24087591240875916,0.2,true,false
0.05,0.2,≤1h,EXP_HIGH+MID ≥80%,114,0.3508771929824561,0.7543859649122806,88,0.2840909090909091,0.4204545454545454,0.2,true,false
0.05,0.2,≤1h,nw≥4 + EXP_HIGH+MID ≥50%,75,0.26666666666666666,0.33333333333333326,80,0.25,0.25,0.2,true,false
0.05,0.2,≤1h,FRESH+NEW+SEMI ≥50% (fade),411,0.17518248175182483,-0.12408759124087587,162,0.1419753086419753,-0.2901234567901235,0.2,false,true
0.05,0.2,≤6h,baseline,1175,0.2093617021276596,0.04680851063829783,594,0.18855218855218855,-0.05723905723905731,0.2,false,false
0.05,0.2,≤6h,EXP_HIGH+MID ≥50%,255,0.2627450980392157,0.3137254901960784,193,0.2538860103626943,0.26943005181347157,0.2,true,false
0.05,0.2,≤6h,EXP_HIGH+MID ≥80%,155,0.3096774193548387,0.5483870967741935,115,0.26956521739130435,0.34782608695652173,0.2,true,false
0.05,0.2,≤6h,nw≥4 + EXP_HIGH+MID ≥50%,124,0.22580645161290322,0.12903225806451601,121,0.256198347107438,0.2809917355371898,0.2,true,false
0.05,0.2,≤6h,FRESH+NEW+SEMI ≥50% (fade),520,0.17307692307692307,-0.1346153846153847,201,0.14925373134328357,-0.25373134328358216,0.2,false,true
0.05,0.2,≤24h,baseline,1329,0.20090293453724606,0.004514672686230181,671,0.18181818181818182,-0.09090909090909094,0.2,false,false
0.05,0.2,≤24h,EXP_HIGH+MID ≥50%,289,0.25259515570934254,0.2629757785467126,219,0.2420091324200913,0.2100456621004565,0.2,true,false
0.05,0.2,≤24h,EXP_HIGH+MID ≥80%,169,0.30177514792899407,0.5088757396449703,125,0.264,0.32000000000000006,0.2,true,false
